,electrometer,postcode,location,rows,f
707,229,720 00,Ostrava - Hrabová, fáze I.,111072,data/cz/50497711_20131229_20170228.csv
708,53,301 00,Plze?, Borská pole,111080,data/cz/50497712_20131229_20170301.csv
709,43,301 00,Plze?, Borská pole,112662,data/cz/50497713_20131229_20170317.csv
710,186,627 00,Brno - ?ernovické terasy,111072,data/cz/50497714_20131229_20170228.csv
711,187,627 00,Brno - ?ernovické terasy,111072,data/cz/50497715_20131229_20170228.csv
712,1079,,,3070060,data/cz/50497716_20020612_20891231.csv
713,32,694 23,Poho?elice, fáze I.,111072,data/cz/50497717_20131229_20170228.csv
714,181,627 00,Brno - ?ernovické terasy,111072,data/cz/50497718_20131229_20170228.csv
715,98,627 00,Brno - ?ernovické terasy,111072,data/cz/50497719_20131229_20170228.csv
716,51,301 00,Plze?, Borská pole,111080,data/cz/50497720_20131229_20170301.csv
717,99,720 00,Ostrava - Hrabová, fáze II.,99568,data/cz/50497722_20131229_20161101.csv
718,50,301 00,Plze?, Borská pole,111080,data/cz/50497723_20131229_20170301.csv
719,48,301 00,Plze?, Borská pole,111080,data/cz/50497724_20131229_20170301.csv
720,47,301 00,Plze?, Borská pole,111080,data/cz/50497725_20131229_20170301.csv
721,113,720 00,Ostrava - Hrabová, fáze II.,111072,data/cz/50497726_20131229_20170228.csv
722,100,720 00,Ostrava - Hrabová, fáze I.,112616,data/cz/50497727_20131229_20170317.csv
723,401,639 00,Brno - Spielberk,111072,data/cz/50497728_20131229_20170228.csv
724,228,720 00,Ostrava - Hrabová, fáze I.,111072,data/cz/50497729_20131229_20170228.csv
725,176,627 00,Brno - ?ernovické terasy,111072,data/cz/50574628_20131229_20170228.csv
726,182,627 00,Brno - ?ernovické terasy,111072,data/cz/50574629_20131229_20170228.csv
727,172,627 00,Brno - ?ernovické terasy,111072,data/cz/50574630_20131229_20170228.csv
728,189,627 00,Brno - ?ernovické terasy,111072,data/cz/50574631_20131229_20170228.csv
729,101,720 00,Ostrava - Hrabová, fáze II.,111072,data/cz/50574632_20131229_20170228.csv
730,121,691 23,Poho?elice II,111072,data/cz/50574633_20131229_20170228.csv
731,526,,,111072,data/cz/50574634_20131229_20170228.csv
732,102,720 00,Ostrava - Hrabová, fáze II.,99568,data/cz/50574635_20131229_20161101.csv
733,52,301 00,Plze?, Borská pole,111080,data/cz/50574636_20131229_20170301.csv
734,45,664 42,Mod?ice II. - Brno,111072,data/cz/50574637_20131229_20170228.csv
735,205,362 02,Bor u Tachova, Nová Hospoda,112667,data/cz/50574638_20131229_20170317.csv
736,103,720 00,Ostrava - Hrabová, fáze II.,99568,data/cz/50574639_20131229_20161101.csv
737,402,639 00,Brno - Spielberk,111072,data/cz/50574640_20131229_20170228.csv
738,104,440 01,Louny,111088,data/cz/50574641_20131229_20170301.csv
739,10,664 51,Šlapanice,111072,data/cz/50574642_20131229_20170228.csv
740,527,359 02,Bor u Tachova, Nová Hospoda,112669,data/cz/50574643_20131229_20170317.csv
741,11,664 51,Šlapanice,111072,data/cz/50574644_20131229_20170228.csv
742,12,664 51,Šlapanice,111072,data/cz/50574645_20131229_20170228.csv
743,180,627 00,Brno - ?ernovické terasy,111072,data/cz/50574646_20131229_20170228.csv
744,517,720 00,Ostrava - Hrabová, fáze II.,111088,data/cz/50778705_20131229_20170301.csv
745,338,639 00,Brno - Škrobárny,79104,data/cz/509731_20131230_20160402.csv
746,1011,,,35872,data/cz/51014609_20160308_20170317.csv
747,978,,,25211,data/cz/51025731_20150221_20151111.csv
748,220,720 00,Ostrava - Hrabová, fáze I.,79009,data/cz/511526_20131231_20160402.csv
749,644,,,78913,data/cz/511527_20140101_20160402.csv
750,645,,,112474,data/cz/511529_20140101_20170317.csv
751,646,,,112474,data/cz/511530_20140101_20170317.csv
752,647,,,112474,data/cz/511531_20140101_20170317.csv
753,300,639 00,Brno - Škrobárny,112664,data/cz/511533_20131230_20170317.csv
754,266,720 00,Ostrava - Hrabová, fáze I.,79009,data/cz/511534_20131231_20160402.csv
755,234,,,78913,data/cz/511535_20140101_20160402.csv
756,648,,,112474,data/cz/511537_20140101_20170317.csv
757,219,720 00,Ostrava - Hrabová, fáze I.,79009,data/cz/511538_20131231_20160402.csv
758,161,664 42,Mod?ice - Brno,78913,data/cz/511539_20140101_20160402.csv
759,143,664 42,Mod?ice - Brno,78913,data/cz/511540_20140101_20160402.csv
760,144,664 42,Mod?ice - Brno,78913,data/cz/511541_20140101_20160402.csv
761,139,664 42,Mod?ice - Brno,78913,data/cz/511543_20140101_20160402.csv
762,162,664 42,Mod?ice - Brno,78913,data/cz/511544_20140101_20160402.csv
763,163,664 42,Mod?ice - Brno,78913,data/cz/511545_20140101_20160402.csv
764,164,664 42,Mod?ice - Brno,78913,data/cz/511546_20140101_20160402.csv
765,160,664 42,Mod?ice - Brno,78913,data/cz/511547_20140101_20160402.csv
766,158,664 42,Mod?ice - Brno,78913,data/cz/511548_20140101_20160402.csv
767,157,664 42,Mod?ice - Brno,78913,data/cz/511549_20140101_20160402.csv
768,159,664 42,Mod?ice - Brno,78913,data/cz/511550_20140101_20160402.csv
769,170,664 42,Mod?ice - Brno,78913,data/cz/511552_20140101_20160402.csv
770,649,,,112475,data/cz/511553_20140101_20170317.csv
771,621,,,78913,data/cz/511555_20140101_20160402.csv
772,507,639 00,Brno - Škrobárny,79104,data/cz/511556_20131230_20160402.csv
773,311,639 00,Brno - Škrobárny,79104,data/cz/511557_20131230_20160402.csv
774,34,696 23,Poho?elice, fáze I.,78913,data/cz/511559_20140101_20160402.csv
775,185,627 00,Brno - ?ernovické terasy,78913,data/cz/511560_20140101_20160402.csv
776,13,,,78913,data/cz/511561_20140101_20160402.csv
777,368,639 00,Brno - Spielberk,112664,data/cz/511562_20131230_20170317.csv
778,258,,,78913,data/cz/511564_20140101_20160402.csv
779,650,,,112475,data/cz/511565_20140101_20170317.csv
780,342,639 00,Brno - Škrobárny,79104,data/cz/514781_20131230_20160402.csv
781,341,639 00,Brno - Škrobárny,79104,data/cz/514802_20131230_20160402.csv
782,404,639 00,Brno - Spielberk,112664,data/cz/542260_20131230_20170317.csv
783,445,639 00,Brno - Spielberk,112665,data/cz/542264_20131230_20170317.csv
784,307,,,112664,data/cz/542293_20131230_20170317.csv
785,308,639 00,Brno - Škrobárny,112664,data/cz/542294_20131230_20170317.csv
786,305,,,112664,data/cz/542299_20131230_20170317.csv
787,309,,,112664,data/cz/542300_20131230_20170317.csv
788,304,639 00,Brno - Škrobárny,112664,data/cz/542301_20131230_20170317.csv
789,303,639 00,Brno - Škrobárny,112664,data/cz/542302_20131230_20170317.csv
790,306,,,112664,data/cz/542303_20131230_20170317.csv
791,472,639 00,Brno - Spielberk,112665,data/cz/547030_20131230_20170317.csv
792,608,,,78913,data/cz/547031_20140101_20160402.csv
793,235,720 00,Ostrava - Hrabová, fáze I.,79009,data/cz/547037_20131231_20160402.csv
794,828,,,38209,data/cz/547038_20150301_20160402.csv
795,255,720 00,Ostrava - Hrabová, fáze I.,78913,data/cz/547039_20140101_20160402.csv
796,651,,,78913,data/cz/547043_20140101_20160402.csv
797,671,720 00,Ostrava - Hrabová, fáze I.,58945,data/cz/547044_20140728_20160402.csv
798,252,720 00,Ostrava - Hrabová, fáze I.,78913,data/cz/547046_20140101_20160402.csv
799,481,639 00,Brno - Spielberk,112665,data/cz/547048_20131230_20170317.csv
800,256,,,78913,data/cz/547049_20140101_20160402.csv
801,254,,,78913,data/cz/547050_20140101_20160402.csv
802,764,,,72566,data/cz/547051_20150220_20170317.csv
803,427,639 00,Brno - Spielberk,112664,data/cz/547052_20131230_20170317.csv
804,407,639 00,Brno - Spielberk,112664,data/cz/547053_20131230_20170317.csv
805,410,639 00,Brno - Spielberk,112664,data/cz/547054_20131230_20170317.csv
806,431,639 00,Brno - Spielberk,112664,data/cz/547055_20131230_20170317.csv
807,403,639 00,Brno - Spielberk,112664,data/cz/547056_20131230_20170317.csv
808,765,,,72565,data/cz/547057_20150220_20170317.csv
809,405,,,35824,data/cz/547058_20160309_20170317.csv
810,458,639 00,Brno - Spielberk,112665,data/cz/547059_20131230_20170317.csv
811,459,639 00,Brno - Spielberk,112665,data/cz/547060_20131230_20170317.csv
812,438,639 00,Brno - Spielberk,112665,data/cz/547061_20131230_20170317.csv
813,111,720 00,Ostrava - Hrabová, fáze II.,78913,data/cz/547064_20140101_20160402.csv
814,901,,,27841,data/cz/55091078_20150617_20160402.csv
815,329,639 00,Brno - Škrobárny,79104,data/cz/567264_20131230_20160402.csv
816,412,639 00,Brno - Spielberk,112664,data/cz/567265_20131230_20170317.csv
817,456,639 00,Brno - Spielberk,112664,data/cz/567268_20131230_20170317.csv
818,766,,,72566,data/cz/570055_20150220_20170317.csv
819,829,,,38209,data/cz/570056_20150301_20160402.csv
820,15,664 51,Šlapanice,78913,data/cz/570060_20140101_20160402.csv
821,292,639 00,Brno - Škrobárny,112664,data/cz/570061_20131230_20170317.csv
822,287,639 00,Brno - Škrobárny,112664,data/cz/575304_20131230_20170317.csv
823,280,639 00,Brno - Škrobárny,112664,data/cz/575305_20131230_20170317.csv
824,283,639 00,Brno - Škrobárny,112664,data/cz/575306_20131230_20170317.csv
825,277,639 00,Brno - Škrobárny,112664,data/cz/575307_20131230_20170317.csv
826,274,639 00,Brno - Škrobárny,79104,data/cz/575308_20131230_20160402.csv
827,288,639 00,Brno - Škrobárny,112664,data/cz/575309_20131230_20170317.csv
828,281,639 00,Brno - Škrobárny,112664,data/cz/575310_20131230_20170317.csv
829,289,639 00,Brno - Škrobárny,112664,data/cz/575312_20131230_20170317.csv
830,276,639 00,Brno - Škrobárny,112664,data/cz/575313_20131230_20170317.csv
831,273,639 00,Brno - Škrobárny,112664,data/cz/575314_20131230_20170317.csv
832,279,639 00,Brno - Škrobárny,112664,data/cz/575315_20131230_20170317.csv
833,619,,,76145,data/cz/575316_20140129_20160402.csv
834,271,639 00,Brno - Škrobárny,112664,data/cz/575317_20131230_20170317.csv
835,284,639 00,Brno - Škrobárny,112664,data/cz/575318_20131230_20170317.csv
836,291,639 00,Brno - Škrobárny,112664,data/cz/575319_20131230_20170317.csv
837,269,639 00,Brno - Škrobárny,112663,data/cz/575320_20131230_20170317.csv
838,285,639 00,Brno - Škrobárny,112664,data/cz/575321_20131230_20170317.csv
839,290,639 00,Brno - Škrobárny,112664,data/cz/575322_20131230_20170317.csv
840,268,639 00,Brno - Škrobárny,112663,data/cz/575323_20131230_20170317.csv
841,272,639 00,Brno - Škrobárny,112664,data/cz/575324_20131230_20170317.csv
842,270,639 00,Brno - Škrobárny,112664,data/cz/575325_20131230_20170317.csv
843,278,639 00,Brno - Škrobárny,112664,data/cz/575326_20131230_20170317.csv
844,286,639 00,Brno - Škrobárny,112664,data/cz/575327_20131230_20170317.csv
845,282,639 00,Brno - Škrobárny,112664,data/cz/575328_20131230_20170317.csv
846,267,720 00,Ostrava - Hrabová, fáze I.,78913,data/cz/580775_20140101_20160402.csv
847,225,720 00,Ostrava - Hrabová, fáze I.,79009,data/cz/580776_20131231_20160402.csv
848,226,720 00,Ostrava - Hrabová, fáze I.,79009,data/cz/580777_20131231_20160402.csv
849,227,720 00,Ostrava - Hrabová, fáze I.,79009,data/cz/580778_20131231_20160402.csv
850,478,639 00,Brno - Spielberk,78913,data/cz/580779_20140101_20160402.csv
851,46,301 00,Plze?, Borská pole,78913,data/cz/580780_20140101_20160402.csv
852,169,664 42,Mod?ice - Brno,78913,data/cz/580781_20140101_20160402.csv
853,418,639 00,Brno - Spielberk,112664,data/cz/580782_20131230_20170317.csv
854,54,301 00,Plze?, Borská pole,78913,data/cz/580783_20140101_20160402.csv
855,231,720 00,Ostrava - Hrabová, fáze I.,79009,data/cz/580784_20131231_20160402.csv
856,265,720 00,Ostrava - Hrabová, fáze I.,79009,data/cz/580786_20131231_20160402.csv
857,230,720 00,Ostrava - Hrabová, fáze I.,78913,data/cz/580799_20140101_20160402.csv
858,237,720 00,Ostrava - Hrabová, fáze I.,78913,data/cz/580800_20140101_20160402.csv
859,474,639 00,Brno - Spielberk,112665,data/cz/580801_20131230_20170317.csv
860,118,691 23,Poho?elice II,78913,data/cz/580803_20140101_20160402.csv
861,117,691 23,Poho?elice II,78913,data/cz/580804_20140101_20160402.csv
862,1084,,,2980,data/cz/60009020_20160930_20161031.csv
863,601,352 02,Bor u Tachova, Nová Hospoda,45159,data/cz/60009021_20131229_20150414.csv
864,1085,,,2980,data/cz/60009022_20160930_20161031.csv
865,602,356 02,Bor u Tachova, Nová Hospoda,45162,data/cz/60009023_20131229_20150414.csv
866,739,,,105408,data/cz/60009024_20131229_20161231.csv
867,740,,,111072,data/cz/60011699_20131229_20170228.csv
868,741,,,111072,data/cz/60011704_20131229_20170228.csv
869,742,,,111072,data/cz/60011705_20131229_20170228.csv
870,743,,,111072,data/cz/60011706_20131229_20170228.csv
871,744,,,111072,data/cz/60011707_20131229_20170228.csv
872,745,,,111072,data/cz/60011709_20131229_20170228.csv
873,528,,,111072,data/cz/60011712_20131229_20170228.csv
874,746,,,73248,data/cz/60011712X_20131229_20160131.csv
875,1003,,,35930,data/cz/60011712xx_20150220_20160229.csv
876,758,,,110726,data/cz/60011713_20140102_20170228.csv
877,747,,,111072,data/cz/60011716_20131229_20170228.csv
878,748,,,111072,data/cz/60011718_20131229_20170228.csv
879,749,,,111072,data/cz/60011719_20131229_20170228.csv
880,1005,,,70969,data/cz/60011720_20150220_20170228.csv
881,750,,,111072,data/cz/60011721_20131229_20170228.csv
882,751,,,111072,data/cz/60011722_20131229_20170228.csv
883,752,,,111072,data/cz/60011723_20131229_20170228.csv
884,753,,,111072,data/cz/60011724_20131229_20170228.csv
885,754,,,111072,data/cz/60011725_20131229_20170228.csv
886,755,,,105408,data/cz/60011726_20131229_20161231.csv
887,756,,,111072,data/cz/60011727_20131229_20170228.csv
888,757,,,111072,data/cz/60011728_20131229_20170228.csv
889,663,,,94544,data/cz/60016431_20140620_20170228.csv
890,864,,,71688,data/cz/60016432_20150213_20170228.csv
891,1076,,,17298,data/cz/60016433_20160901_20170228.csv
892,633,,,8832,data/cz/60016434_20140430_20140731.csv
893,437,639 00,Brno - Spielberk,112665,data/cz/610036_20131230_20170317.csv
894,471,639 00,Brno - Spielberk,112665,data/cz/610037_20131230_20170317.csv
895,434,639 00,Brno - Spielberk,112665,data/cz/610039_20131230_20170317.csv
896,508,639 00,Brno - Spielberk,112665,data/cz/610040_20131230_20170317.csv
897,413,639 00,Brno - Spielberk,112664,data/cz/610041_20131230_20170317.csv
898,409,639 00,Brno - Spielberk,112664,data/cz/610042_20131230_20170317.csv
899,327,639 00,Brno - Škrobárny,79104,data/cz/610043_20131230_20160402.csv
900,400,639 00,Brno - Spielberk,112664,data/cz/610044_20131230_20170317.csv
901,461,639 00,Brno - Spielberk,112665,data/cz/610046_20131230_20170317.csv
902,443,639 00,Brno - Spielberk,112665,data/cz/610053_20131230_20170317.csv
903,460,639 00,Brno - Spielberk,112665,data/cz/611418_20131230_20170317.csv
904,453,639 00,Brno - Spielberk,112665,data/cz/611419_20131230_20170317.csv
905,328,639 00,Brno - Škrobárny,79104,data/cz/611420_20131230_20160402.csv
906,411,639 00,Brno - Spielberk,112664,data/cz/611421_20131230_20170317.csv
907,451,639 00,Brno - Spielberk,78913,data/cz/611422_20140101_20160402.csv
908,457,639 00,Brno - Spielberk,78913,data/cz/611424_20140101_20160402.csv
909,435,639 00,Brno - Spielberk,112665,data/cz/615673_20131230_20170317.csv
910,426,639 00,Brno - Spielberk,112664,data/cz/615674_20131230_20170317.csv
911,425,639 00,Brno - Spielberk,112664,data/cz/615675_20131230_20170317.csv
912,419,639 00,Brno - Spielberk,112664,data/cz/615676_20131230_20170317.csv
913,441,639 00,Brno - Spielberk,112665,data/cz/615677_20131230_20170317.csv
914,416,639 00,Brno - Spielberk,112664,data/cz/615678_20131230_20170317.csv
915,430,639 00,Brno - Spielberk,112664,data/cz/615681_20131230_20170317.csv
916,417,639 00,Brno - Spielberk,112664,data/cz/615682_20131230_20170317.csv
917,468,639 00,Brno - Spielberk,112665,data/cz/615683_20131230_20170317.csv
918,436,639 00,Brno - Spielberk,112665,data/cz/615684_20131230_20170317.csv
919,466,639 00,Brno - Spielberk,112665,data/cz/615685_20131230_20170317.csv
920,467,639 00,Brno - Spielberk,112665,data/cz/615686_20131230_20170317.csv
921,423,639 00,Brno - Spielberk,112664,data/cz/615687_20131230_20170317.csv
922,424,639 00,Brno - Spielberk,112664,data/cz/615690_20131230_20170317.csv
923,465,639 00,Brno - Spielberk,112665,data/cz/615691_20131230_20170317.csv
924,440,639 00,Brno - Spielberk,112665,data/cz/615692_20131230_20170317.csv
925,439,639 00,Brno - Spielberk,112665,data/cz/615693_20131230_20170317.csv
926,463,639 00,Brno - Spielberk,112665,data/cz/615695_20131230_20170317.csv
927,421,639 00,Brno - Spielberk,112664,data/cz/615696_20131230_20170317.csv
928,429,639 00,Brno - Spielberk,112664,data/cz/615697_20131230_20170317.csv
929,415,639 00,Brno - Spielberk,112664,data/cz/615698_20131230_20170317.csv
930,464,639 00,Brno - Spielberk,112665,data/cz/615700_20131230_20170317.csv
931,444,639 00,Brno - Spielberk,112665,data/cz/615701_20131230_20170317.csv
932,420,639 00,Brno - Spielberk,112664,data/cz/615702_20131230_20170317.csv
933,767,,,72566,data/cz/615703_20150220_20170317.csv
934,414,639 00,Brno - Spielberk,112664,data/cz/615704_20131230_20170317.csv
935,442,639 00,Brno - Spielberk,112665,data/cz/615705_20131230_20170317.csv
936,830,,,5,data/cz/615706_20150626_20150626.csv
937,452,639 00,Brno - Spielberk,112665,data/cz/615709_20131230_20170317.csv
938,422,639 00,Brno - Spielberk,112664,data/cz/615710_20131230_20170317.csv
939,260,720 00,Ostrava - Hrabová, fáze I.,78913,data/cz/615986_20140101_20160402.csv
940,450,639 00,Brno - Spielberk,112665,data/cz/615987_20131230_20170317.csv
941,239,720 00,Ostrava - Hrabová, fáze I.,78913,data/cz/616049_20140101_20160402.csv
942,238,720 00,Ostrava - Hrabová, fáze I.,78913,data/cz/616051_20140101_20160402.csv
943,112,639 00,Brno - Škrobárny,6433,data/cz/616077_20140808_20141014.csv
944,446,639 00,Brno - Spielberk,112665,data/cz/616083_20131230_20170317.csv
945,866,,,15840,data/cz/62003101_20150424_20151006.csv
946,630,627 00,Brno - ?ernovické terasy,49633,data/cz/62003102-99_20140101_20150602.csv
947,986,,,72492,data/cz/62022130_20150221_20170317.csv
948,315,639 00,Brno - Škrobárny,79104,data/cz/638155_20131230_20160402.csv
949,314,639 00,Brno - Škrobárny,79104,data/cz/638168_20131230_20160402.csv
950,354,639 00,Brno - Škrobárny,79104,data/cz/638262_20131230_20160402.csv
951,301,639 00,Brno - Škrobárny,112664,data/cz/638268_20131230_20170317.csv
952,353,639 00,Brno - Škrobárny,79104,data/cz/638272_20131230_20160402.csv
953,313,639 00,Brno - Škrobárny,79104,data/cz/638273_20131230_20160402.csv
954,518,639 00,Brno - Škrobárny,112665,data/cz/638275_20131230_20170317.csv
955,833,,,38209,data/cz/638277_20150301_20160402.csv
956,350,639 00,Brno - Škrobárny,79104,data/cz/638278_20131230_20160402.csv
957,297,639 00,Brno - Škrobárny,112664,data/cz/638281_20131230_20170317.csv
958,298,639 00,Brno - Škrobárny,52800,data/cz/661174_20131230_20150703.csv
959,355,639 00,Brno - Škrobárny,79104,data/cz/661175_20131230_20160402.csv
960,299,639 00,Brno - Škrobárny,112664,data/cz/661176_20131230_20170317.csv
961,349,639 00,Brno - Škrobárny,79104,data/cz/661178_20131230_20160402.csv
962,296,,,112664,data/cz/661187_20131230_20170317.csv
963,356,639 00,Brno - Škrobárny,79104,data/cz/661189_20131230_20160402.csv
964,351,639 00,Brno - Škrobárny,79104,data/cz/661190_20131230_20160402.csv
965,310,,,112664,data/cz/661192_20131230_20170317.csv
966,731,,,52705,data/cz/710_20141001_20160402.csv
967,455,639 00,Brno - Spielberk,112664,data/cz/710157_20131230_20170317.csv
968,294,639 00,Brno - Škrobárny,79104,data/cz/710183_20131230_20160402.csv
969,122,691 23,Poho?elice II,78913,data/cz/711780_20140101_20160402.csv
970,720,,,86267,data/cz/711786_20141001_20170317.csv
971,509,640 00,Brno - Spielberk,112665,data/cz/711787_20131230_20170317.csv
972,433,639 00,Brno - Spielberk,112664,data/cz/711788_20131230_20170317.csv
973,208,,,97,data/cz/711789_20140101_20140102.csv
974,428,639 00,Brno - Spielberk,112664,data/cz/711790_20131230_20170317.csv
975,49,301 00,Plze?, Borská pole,78913,data/cz/711831_20140101_20160402.csv
976,55,301 00,Plze?, Borská pole,78913,data/cz/711832_20140101_20160402.csv
977,447,639 00,Brno - Spielberk,112665,data/cz/711834_20131230_20170317.csv
978,399,639 00,Brno - Spielberk,112664,data/cz/711836_20131230_20170317.csv
979,483,639 00,Brno - Spielberk,112664,data/cz/711845_20131230_20170317.csv
980,969,,,2,data/cz/73014651x_20150221_20150221.csv
981,949,,,36792,data/cz/73014653_20150221_20160310.csv
982,1022,,,31172,data/cz/73014658_20160426_20170317.csv
983,950,,,72508,data/cz/73016626_20150221_20170317.csv
984,1019,,,50,data/cz/73016627_20160417_20160418.csv
985,975,,,2,data/cz/73016628_20150221_20150221.csv
986,1018,,,36644,data/cz/73016631_20160229_20170317.csv
987,1002,,,2,data/cz/73016632_20150220_20150220.csv
988,948,,,2,data/cz/73017203_20150221_20150221.csv
989,928,,,72514,data/cz/73037529_20150221_20170317.csv
990,929,,,72514,data/cz/73037530_20150221_20170317.csv
991,922,,,72515,data/cz/73037531_20150221_20170317.csv
992,941,,,72511,data/cz/73037532_20150221_20170317.csv
993,938,,,72511,data/cz/73037533_20150221_20170317.csv
994,939,,,72511,data/cz/73037534_20150221_20170317.csv
995,940,,,72511,data/cz/73037535_20150221_20170317.csv
996,987,,,72492,data/cz/73037536_20150221_20170317.csv
997,1021,,,31364,data/cz/73056418_20160424_20170317.csv
998,347,639 00,Brno - Škrobárny,43200,data/cz/781618_20131230_20150325.csv
999,346,639 00,Brno - Škrobárny,43009,data/cz/781743_20140101_20150325.csv
1000,345,639 00,Brno - Škrobárny,43200,data/cz/781777_20131230_20150325.csv
1001,343,639 00,Brno - Škrobárny,43200,data/cz/782023_20131230_20150325.csv
1002,171,664 42,Mod?ice - Brno,78913,data/cz/809873_20140101_20160402.csv
1003,408,639 00,Brno - Spielberk,112664,data/cz/841244_20131230_20170317.csv
1004,448,639 00,Brno - Spielberk,112664,data/cz/841254_20131230_20170317.csv
1005,432,639 00,Brno - Spielberk,112664,data/cz/841258_20131230_20170317.csv
1006,232,720 00,Ostrava - Hrabová, fáze I.,78913,data/cz/841260_20140101_20160402.csv
1007,240,720 00,Ostrava - Hrabová, fáze I.,78913,data/cz/841263_20140101_20160402.csv
1008,382,639 00,Brno - Spielberk,112664,data/cz/841267_20131230_20170317.csv
1009,473,639 00,Brno - Spielberk,78913,data/cz/864469_20140101_20160402.csv
1010,324,639 00,Brno - Škrobárny,79104,data/cz/868298_20131230_20160402.csv
1011,320,639 00,Brno - Škrobárny,79104,data/cz/868299_20131230_20160402.csv
1012,321,639 00,Brno - Škrobárny,79104,data/cz/868300_20131230_20160402.csv
1013,837,,,13921,data/cz/868301_20150301_20150724.csv
1014,838,,,1,data/cz/868302_20150626_20150626.csv
1015,323,639 00,Brno - Škrobárny,79104,data/cz/868303_20131230_20160402.csv
1016,326,639 00,Brno - Škrobárny,79104,data/cz/868304_20131230_20160402.csv
1017,319,639 00,Brno - Škrobárny,79104,data/cz/868305_20131230_20160402.csv
1018,325,639 00,Brno - Škrobárny,79104,data/cz/868306_20131230_20160402.csv
1019,322,639 00,Brno - Škrobárny,79104,data/cz/868307_20131230_20160402.csv
1020,840,,,8,data/cz/868309_20150626_20150626.csv
1021,449,639 00,Brno - Spielberk,112665,data/cz/868311_20131230_20170317.csv
1022,598,639 00,Brno - Škrobárny,79104,data/cz/868312_20131230_20160402.csv
1023,1063,,,23524,data/cz/89883068_20160430_20161231.csv
1024,522,,,111072,data/cz/89977606_20131229_20170228.csv
1025,593,,,111072,data/cz/89977647_20131229_20170228.csv
1026,344,639 00,Brno - Škrobárny,78913,data/cz/926307_20140101_20160402.csv
1027,253,720 00,Ostrava - Hrabová, fáze I.,78913,data/cz/956031_20140101_20160402.csv
1028,259,720 00,Ostrava - Hrabová, fáze I.,78913,data/cz/956036_20140101_20160402.csv
1029,261,720 00,Ostrava - Hrabová, fáze I.,78913,data/cz/956063_20140101_20160402.csv
1030,454,639 00,Brno - Spielberk,112665,data/cz/956066_20131230_20170317.csv
1031,262,720 00,Ostrava - Hrabová, fáze I.,78913,data/cz/956069_20140101_20160402.csv
1032,23,664 51,Šlapanice,78913,data/cz/PRO-1250D_20140101_20160402.csv
